lat,lng
38.426,-0.484
38.426,-0.48
38.426,-0.476
38.426,-0.472
38.426,-0.46799999999999997
38.426,-0.46399999999999997
38.426,-0.45999999999999996
38.426,-0.45599999999999996
38.426,-0.45199999999999996
38.426,-0.44799999999999995
38.426,-0.44399999999999995
38.426,-0.43999999999999995
38.426,-0.43599999999999994
38.426,-0.43199999999999994
38.426,-0.42799999999999994
38.426,-0.42399999999999993
38.426,-0.41999999999999993
38.426,-0.4159999999999999
38.426,-0.4119999999999999
38.426,-0.4079999999999999
38.426,-0.4039999999999999
38.426,-0.3999999999999999
38.426,-0.3959999999999999
38.426,-0.3919999999999999
38.429,-0.52
38.429,-0.516
38.429,-0.512
38.429,-0.508
38.429,-0.504
38.429,-0.5
38.429,-0.496
38.429,-0.492
38.429,-0.488
38.429,-0.484
38.429,-0.48
38.429,-0.476
38.429,-0.472
38.429,-0.46799999999999997
38.429,-0.46399999999999997
38.429,-0.45999999999999996
38.429,-0.45599999999999996
38.429,-0.45199999999999996
38.429,-0.44799999999999995
38.429,-0.44399999999999995
38.429,-0.43999999999999995
38.429,-0.43599999999999994
38.429,-0.43199999999999994
38.429,-0.42799999999999994
38.429,-0.42399999999999993
38.429,-0.41999999999999993
38.429,-0.4159999999999999
38.429,-0.4119999999999999
38.429,-0.4079999999999999
38.429,-0.4039999999999999
38.429,-0.3999999999999999
38.429,-0.3959999999999999
38.429,-0.3919999999999999
